rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-42339,f176138672,harry,bryan,harris,m,20,19/8/1997, 9104  74492  2  3 , 30  cascade  road  st  john's  campus , south  hobart ,7004.0,tas,,,divorced,198,114,29,78,190,0,seborrheic-keratosis,2017-09-04t22:24+00:00
rec-53101,i149589112,terry,william,frennea,m,24,24/6/1990, 6955  40843  1  3 , 8  fowler  road  cooinda ,bridgewater,5155.0,sa, 08  2682  8582 ,frennea92@gmail.com,married-de-facto,184,56,16,69,183,0,skin-rash,2014-04-03t20:32+00:00
rec-52454,c137202485,laura,tickle,wyatt,f,15,4/6/1997, 5877  18544  2  2 , 1  wellington  road  rp  911400 , charters  towers ,4820.0,qld, 07  2471  8822 ,,married,161,64,24,71,235,0,urinary-frequency,2012-01-02t21:49+00:00
rec-79910,f117639533,harold,,martin,f,16,21/4/2003, 3163  14736  1  3 , 71  bourke  road  clarinda  retirement  village ,clayton,3168.0,vic, 03  1628  6149 ,tiksjitfae@mail.com.au,,175,53,17,80,149,0,coughing,2019-07-11t23:36+00:00
rec-15124,c173080521,lauren,renee,coleman,f,64,9/10/1950, 3676  37092  1  1 , 725  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  7209  7515 ,lauren.coleman@mail.com.au,married-de-facto,187,109,31,76,252,0,bilateral-knee-discomfort,2014-02-04t09:52+00:00
rec-33245,h188559804,andrew,aurelius,eickhoff,m,59,17/5/1958, 7957  97302  1  1 , 112  macquarie  settlement  road  chanak ,cressy,7302.0,tas,,,married-de-facto,188,106,29,81,147,0,dry-eyes,2017-01-22t24:54+00:00
rec-51039,g102586008,christopher,andrew,draffin,m,51,20/3/1962, 1147  98658  1  2 , 177  tyler  court  penquite  road ,norwood,7250.0,tas, 03  4264  2442 ,draffin43@aol.com,married,191,105,28,77,129,0,abdominal-discomfort,2013-06-26t11:21+00:00
rec-78045,c185969675,thomas,richard,rountree,f,72,7/9/1945, 7120  14543  2  1 , 872  malongulli  road  malongulli ,canowindra,2804.0,nsw, 02  6406  9882 ,,not-married,193,58,15,73,212,0,unsteady-balance,2017-10-03t11:41+00:00
rec-12783,e105682596,james,todd,fridman,m,13,30/12/1999, 1017  32791  1  2 , 34  weavers  creek  road  amedar ,nunamara,,tas, 03  0733  6538 ,james.fridman@yahoo.com,married-de-facto,136,-99,27,76,263,0,abrasions/p-bike-accident,2012-08-05t15:11+00:00
rec-88522,g154935790,howard,hasson,wallace,f,69,2/10/1943, 5895  62221  2  2 , 18  batchworth  road  bishops  landing ,molendinar,4214.0,qld, 07  4465  1337 ,atkplfpqki.aol.com,separated,165,97,35,79,176,0,eczema-on-legs,2015-03-15t08:39+00:00
rec-27093,d129811673,nancy,maria,gallo,m,12,5/6/2007, 8667  62994  2  3 , 9  the  esplanade  bridgeport ,darwin,800.0,nt,,aabqnhfqlp@mail.com,,134,61,33,69,97,0,facial-tingling,2019-06-05t11:54+00:00
rec-62773,h106232358,ronnie,joseph,lunsford,m,23,14/8/1990, 5873  18645  1  2 , 291  south  arm  road  clarendon  view ,lauderdale,7021.0,tas,,lunsford.ronnie@gmail.com,married,176,77,24,77,180,0,fall,2013-10-14t10:12+00:00
rec-6692,f170935942,michael,david,melton,m,54,3/9/1963, 6428  75695  1  2 , 16  thompson  road  mariner  views , patterson  lakes ,3197.0,vic,,,married-de-facto,167,99,35,78,189,0,urinary-frequency,2017-10-21t13:11+00:00
rec-86945,h112637927,joshua,kieth,deal,f,60,21/11/1955, 4366  23148  2  1 , 10  terrigal  drive  the  bungalows  caravn  vlge ,erina,2250.0,nsw,,deal.joshua@gmail.com,not-married,179,129,40,81,139,0,surgical-repair-of-torn-meniscus-left-knee,2015-08-12t21:13+00:00
rec-91563,g198797063,steven,terry,mercer,f,51,3/5/1961, 7090  32445  1  1 , 5  cushing  avenue  john  curtin  hostel ,creswick,3363.0,vic, 03  6934  4169 ,,married,199,61,15,76,127,0,dry-mouth,2013-05-16t14:29+00:00
rec-92830,a183421856,ronald,h,lane,f,31,4/4/1985, 5640  85086  1  2 , 21  seymour  avenue  chippendale  village ,modbury,5092.0,sa, 08  9047  8107 ,ronald44.aol.com,married,183,123,36,78,148,0,pontine-infarct,2019-05-27t08:26+00:00
rec-73235,d106621581,rosice,leslie,satterfield,f,44,6/10/1976, 9445  94828  1  2 , 179  coombabah  road  harbour  landing , runaway  bay ,,qld, 07  3899  6265 ,rosice29@hotmail.com,married,184,101,29,72,226,0,tibia-fracture--with-resulting-pain,2020-07-22t07:22+00:00
rec-84784,h171426444,john,eugine,roberts,f,19,14/8/1993, 9820  61406  2  3 , 6  standen  street  riverview  dental  clinic , murray  bridge ,5253.0,sa, 08  1540  8893 ,john32@hotmail.com,divorced,165,86,31,76,138,0,action-tremors---bilateral-hands,2012-07-23t22:29+00:00
rec-87284,h164828098,nathaniel,douglas,livingston,f,70,24/1/1947, 3787  42843  2  2 , 260  richmond  road  gateway  village ,grafton,2460.0,nsw, 02  5400  4294 ,nekachcjkq@aol.com,married,179,136,42,69,169,0,depressed-mood,2017-10-05t13:06+00:00
rec-6369,d177280892,brian,wilber,bohannan,m,48,29/11/1965, 9785  72237  1  2 , 4  mecklem  street  strathpine  vlge ,strathpine,4500.0,qld, 07  9887  9139 ,jfrdoqthrn@yahoo.com,not-married,186,128,36,82,169,0,had-vagal-response-during-emesis-and-passed-out.,2013-12-15t19:09+00:00
rec-32999,a161649768,david,robert,parks,m,11,25/7/2004, 3194  95030  1  3 , 12  goldens  road  villa  47 ,forster,2428.0,nsw, 02  4853  2630 ,parks97@gmail.com,,126,46,28,67,135,0,fecal-incontinence,2015-03-19t04:37+00:00
rec-34555,f124442275,tiffany,anne,kunz,f,12,15/11/2002, 7059  40882  2  2 , 168  wild  horse  creek  road  port  3 ,narooma,2546.0,nsw,,kunz.tiffany@aol.com,,153,69,29,76,164,0,urinary-frequency,2014-05-22t01:52+00:00
rec-76859,e114903747,paul,dale,everhart,f,21,17/12/1995, 4623  15960  1  2 , 39  ferguson  avenue  huntington ,buderim,,qld, 07  8330  0785 ,everhart.paul@hotmail.com,married-de-facto,199,89,22,76,248,0,fall,2016-12-04t07:44+00:00
rec-21126,h175586959,susan,schaap,white,f,57,23/8/1961, 6369  77613  2  2 , 168  kent  street  aprt  2207  observatory  tower ,sydney,2000.0,nsw, 02  9036  9276 ,white.susan@gmail.com,married,190,91,25,68,168,0,rash-on-right-arm,2018-03-16t17:42+00:00
rec-49086,e138778714,hailey,broom,wyke,f,10,14/4/2007, 1535  52947  1  2 , 779  coopers  road  paringa ,bamganie,3333.0,vic, 03  8074  1226 ,,,144,30,14,74,115,0,vivid-disturbing-dreams,2017-06-02t19:55+00:00
rec-8898,a177416843,rashaun,lee,maginniss,m,50,20/4/1969, 2206  76908  2  1 , 33  wattle  road  st  annes  hostel ,hawthorn,3122.0,vic, 03  9602  7532 ,rashaun7@yahoo.com,not-married,167,140,50,75,195,0,assault,2019-01-19t21:46+00:00
rec-94778,g159780282,albert,scott,overton,f,44,10/1/1970, 4963  30481  2  2 , 22  avonmore  terrace  avonmore  gardns ,cottesloe,,wa,,overton81@gmail.com,married,183,110,32,71,135,0,abdominal-discomfort,2014-05-23t05:01+00:00
rec-61135,b144631694,reneka,smith,ramsey,m,51,17/8/1963, 8081  54252  2  1 , 178  range  road  black  mountain ,cooroy,4563.0,qld, 07  4268  8682 ,reneka65@mail.com,married,185,114,33,72,220,0,worsening-esophageal-strictures-causing-difficulty-coughing-and-swallowing,2014-08-01t02:41+00:00
rec-81227,d128946412,raul,wayne,peterson,f,21,21/6/1995, 6530  65925  2  3 , 58  yean  street  haling  cottage ,burradoo,2576.0,nsw, 02  5648  4687 ,jchbppthsk@mail.com.au,married-de-facto,182,93,28,71,128,0,fall,2016-05-26t22:33+00:00
rec-87531,f152348742,james,mathew,mcknight,f,20,20/7/1995, 3599  96252  1  3 , 12  st  james  park  drive  tce  4 ,brighton,3186.0,vic, 03  2340  7045 ,,married,184,106,31,77,136,0,fall-w/-strained-left-ankle,2015-03-09t18:46+00:00
rec-97955,i148528617,clayton,james,tarot,f,58,14/9/1961, 3545  11900  1  2 , 57  empire  bay  drive  nautical  village ,kincumber,,nsw,,,divorced,191,57,15,66,115,1,lowback-pain-radiating-to-l-hip,2019-10-20t11:19+00:00
rec-13350,e187342573,richard,martina,flora,m,50,16/2/1968, 2359  60919  1  1 , 151  jamba  street  logon  units ,alyangula,885.0,nt,,richard48@mail.com,married,191,82,22,73,190,0,nerve-pain-down-r-leg,2018-11-08t22:02+00:00
rec-89076,e163214312,adolphus,andrade,chabinsky,f,35,4/10/1983, 2817  22890  1  1 , 59  smith  street  cml  building ,darwin,800.0,nt, 08  2520  1262 ,,married,194,142,37,71,127,0,insomnia,2018-11-20t06:38+00:00
rec-68610,b183164272,william,ervin,quintero,m,5,7/1/2008, 4416  28285  1  3 , 70  hansford  road  emerald  garden ,coombabah,4216.0,qld,,,,103,20,18,70,189,0,palliative-care-and-hospice-due-to-worsening-of-hip-pain,2013-08-11t07:32+00:00
rec-1679,d188826646,richard,lynn,chamberlain,m,5,16/12/2015, 3132  92507  2  2 , 17  dawson  (south)  street  cinque  morrow ,ballarat,3350.0,vic,,,,112,21,16,74,129,0,shortness-of-breath,2020-03-19t08:20+00:00
rec-491,b125968166,joseph,bryan,fennell,m,50,23/1/1964, 6700  17001  1  1 , 31  bay  street  mogareeka ,tathra,2550.0,nsw, 02  2301  4592 ,joseph66@hotmail.com,married,196,72,18,75,191,1,right-knee-replacement,2014-04-08t04:26+00:00
rec-16594,f185042884,benny,ray,morris,m,28,5/8/1989, 1440  19620  2  2 , 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  0870  3328 ,,married-de-facto,190,74,20,80,136,0,fall,2017-12-02t18:26+00:00
rec-75579,h195262364,gary,joseph,basden,f,73,26/8/1944, 3290  80098  2  2 , 91  sharmans  road  boisdale ,dunorlan,7304.0,tas, 03  2621  3333 ,basden.gary@mail.com.au,not-married,189,-99,32,76,133,0,coughing,2017-01-06t11:14+00:00
rec-49891,c144796564,benno,robert,coleman,m,17,3/1/1998, 2907  86440  2  2 , 154  bourke  street  the  haven , wagga  wagga ,,nsw,,benno.coleman@yahoo.com,married,182,98,29,76,103,0,tenderness-over-left-ribs,2015-07-05t12:05+00:00
rec-54010,h167738893,pamela,ann,dennis,f,55,18/6/1960, 6673  66983  2  2 , 712  middle  tea  tree  road  royston ,teatree,7017.0,tas, 03  5727  4802 ,,not-married,173,84,28,71,167,0,urinary-tract-infection,2015-03-24t15:10+00:00
rec-47703,c193117602,henry,,guess,m,22,2/1/1993, 1823  47058  2  2 , 9  mitchell  street  the  mews ,kyneton,3444.0,vic,,henry.guess.aol.com,married,167,97,34,69,139,0,urinary-discomfort,2015-10-19t06:09+00:00
rec-35709,h154205330,worth,alex,wilson,m,11,9/11/2005, 5859  45214  2  2 , 1  biloela  duaringa  road  hiddenview ,baralaba,4702.0,qld, 07  3714  9998 ,wilson.worth@aol.com,,145,39,18,67,198,0,abdominal-queasiness,2016-01-05t13:01+00:00
rec-91489,e162643411,terry,elmer,younts,f,40,16/4/1974, 3131  53615  1  1 , 104  crown  street  heard  mcewan  lawyers  building ,wollongong,2500.0,nsw,,,married,175,115,37,70,201,0,chest-pain,2015-04-08t17:23+00:00
rec-19280,g108135464,matthew,ray,parker,m,58,25/11/1956, 7594  47708  2  2 , 1  allens  road  middle  heights ,coledale,2515.0,nsw,,matthew.parker@mail.com,not-married,193,126,33,66,144,0,kidney-stone,2014-12-05t09:46+00:00
rec-84527,h165146487,james,michael,platko,f,45,30/12/1970, 8243  68479  2  2 , 55  wetherby  road  flea , howard  springs ,835.0,nt, 08  8731  3750 ,gtcsrnlotk@mail.com,not-married,171,145,49,71,137,0,shortness-of-breath,2015-11-18t10:22+00:00
rec-58187,d121302911,phyllis,little,worrell,f,51,25/5/1961, 5580  94803  2  1 , 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt, 08  8435  3102 ,ceopirtbcr@yahoo.com,not-married,171,122,41,70,170,0,delusions,2012-05-26t18:56+00:00
rec-16068,e140371400,michael,zachary,mccall,f,42,15/5/1975, 3412  69018  2  2 , 102  woondooma  street  bundaberg  specialist  centre ,bundaberg,4670.0,qld,,michael71@gmail.com,not-married,168,66,23,72,226,0,dizziness,2017-03-11t02:22+00:00
rec-72197,g138353687,thomas,,wiseman,f,49,30/6/1967, 8458  31924  2  1 , 43  sergison  circuit  north  bank  caravan  park , rapid  creek ,810.0,nt,,,married,181,105,32,70,16,0,low-energy,2016-05-20t03:58+00:00
rec-21168,i180846865,john,,snyder,m,23,17/3/1993, 3149  43484  2  3 , 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  9335  1059 ,snyder.john@hotmail.com,not-married,169,97,33,79,132,1,lung-cancer,2016-10-04t21:33+00:00
rec-78502,b183068489,eric,ervin,crawford,f,22,18/2/1991, 9088  66375  2  3 , 1003  limekilns  road  cooinda ,peel,2795.0,nsw,,eric.crawford@hotmail.com,married,196,104,27,73,82,0,fractured-tibia,2013-08-08t09:49+00:00
rec-56195,a140320119,ann,s,brainard,f,10,28/1/2002, 9866  30921  1  3 , 1  ra  road  heritage  caravan  park , alice  springs ,870.0,nt, 08  4675  7245 ,,,122,51,34,73,164,0,urinary-frequency,2012-11-10t23:04+00:00
rec-28497,f120113666,stephanie,b,cai,f,50,18/11/1967, 3173  79075  1  1 , 3  manning  street  taree  triplecee ,taree,2430.0,nsw,,,married,180,109,33,75,252,0,drug-related-rash,2017-03-04t08:34+00:00
rec-95093,g125518544,ramon,wilhelm,finch,f,18,4/7/1999, 6722  82127  2  3 , 39  willowbank  road  linden  vale ,gisborne,3437.0,vic, 03  5886  1483 ,,married,178,94,29,75,159,0,dry-mouth,2017-08-18t04:14+00:00
rec-72772,h169817037,ricky,glenn,harris,f,61,15/7/1955, 9438  32176  1  2 , 1  queensberry  street  aprt  112 ,carlton,,vic,,harris.ricky@mail.com.au,not-married,175,90,29,74,160,0,agitation/aggression,2016-06-09t02:58+00:00
rec-64637,h131468827,mark,,buday,m,24,27/3/1992, 2258  11512  1  3 , 1  barber  avenue  nepean  private  specialist  centre ,penrith,2750.0,nsw,,krrgabeaal@aol.com,separated,165,94,34,68,91,0,fall,2016-10-16t14:35+00:00
rec-24395,g169015549,lucille,walker,delili,f,16,3/12/1999, 7556  98266  2  3 , 7  galway  avenue  toryburn ,gunnedah,2380.0,nsw,,,married,172,60,20,63,201,0,sweating,2015-01-24t17:54+00:00
rec-45860,h164656885,brandon,erik,brown,m,31,30/12/1987, 3314  61396  2  2 , 740  mount  alexander  road  flr  1 , moonee  ponds ,3039.0,vic, 03  5387  3903 ,citrpqjehm@hotmail.com,married,185,56,16,67,35,0,left-knee-arthroscopy,2018-05-07t23:24+00:00
rec-3391,f194854958,james,edgar,sinnott,m,33,30/9/1983, 2385  39498  1  2 , 9  small  street  richmond  home  units ,casino,2470.0,nsw,,sinnott.james@gmail.com,married,181,57,17,78,197,0,dry-mouth,2016-05-10t13:26+00:00
rec-19069,f194083416,katasha,beard,dickson,f,20,29/9/1993, 9855  73413  2  2 , 7  hillside  place  new  lawn , west  pennant  hills ,2125.0,nsw,,dickson.katasha.aol.com,married,165,120,44,85,222,0,dizziness,2014-11-10t04:41+00:00
rec-32663,f125037827,jonathan,w,sales,m,49,28/7/1968, 5383  67075  2  2 , 3331  coral  road  benjamin  lagoon , humpty  doo ,836.0,nt, 08  1617  1621 ,sales61@mail.com.au,married-de-facto,165,61,22,74,150,0,gerd---had-endoscopy-but-no-serious-complications,2017-04-02t14:40+00:00
rec-32353,h137482565,elizabeth,ywhitt,thompson,f,71,29/3/1945, 2376  81033  1  1 , 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  8450  3058 ,,not-married,175,131,42,77,284,0,right-corneal-transplant,2016-09-01t11:57+00:00
rec-38140,d110367909,vanessa,lynn,spears,m,40,4/11/1976, 3333  52007  1  2 , 32  cabena  court  emu  ridge ,belconnen,2617.0,act,,,not-married,194,132,35,73,207,0,fallen-twice,2016-11-03t01:24+00:00
rec-65612,e150565942,crystal,g,sperber,f,24,20/2/1991, 1364  65626  2  3 , 55  fields  drive  rosetta  hill , albion  park ,2527.0,nsw,,lslkoncmme@gmail.com,separated,185,87,25,78,190,0,fall,2015-09-01t12:44+00:00
rec-82947,f199867105,theodore,allen,tadlock,f,19,1/8/1998, 8523  40132  1  2 , 91  diagonal  road  masonic  village , somerton  park ,5044.0,sa, 08  9165  9921 ,,married,188,136,38,72,125,0,dry-mouth,2017-03-15t15:19+00:00
rec-49832,i182592735,antonia,lynn,taylor,m,50,2/6/1967, 9576  81728  1  2 , 157  willcock  drive  belair  gardens  caravn  park ,geraldton,6530.0,wa, 08  1305  8704 ,lbdeqjnkbb@hotmail.com,married,195,60,15,76,160,0,urinary-frequency,2017-11-04t08:18+00:00
rec-57690,a174989741,rachall,chance,wright,f,27,28/12/1988, 1869  13312  1  2 , 51  yardea  street  rustlers  gully , port  lincoln ,5606.0,sa, 08  6249  8664 ,rachall71@gmail.com,not-married,172,123,41,74,155,0,agitation/irritability,2015-10-24t24:27+00:00
rec-6105,b198217134,caleb,steve,davis,m,51,23/8/1963, 8145  69726  1  1 , 556  middle  road  top  camp ,maningrida,822.0,nt,,caleb.davis@yahoo.com,married,191,-99,17,76,156,0,dry-mouth,2014-12-23t06:14+00:00
rec-69074,c168955259,marcy,lynne,smith,m,5,7/10/2014, 4783  44516  2  3 , 309  pyramul  road  buskett  homestead ,windeyer,2850.0,nsw,,ksietnngpe.aol.com,,113,19,14,72,137,0,cough,2020-03-11t10:33+00:00
rec-30359,f121438800,jimmie,macario,honeycutt,m,18,20/1/1999, 7379  79855  1  2 , 1  henry  parry  drive  gosford  market  place ,gosford,2250.0,nsw,,jimmie.honeycutt@hotmail.com,married,189,-99,16,73,248,0,type-1-heart-block,2017-11-08t12:11+00:00
rec-14516,d180654314,david,milton,biddix,m,23,27/10/1991, 7137  42711  1  2 , 21  cavenagh  street  the  metro ,darwin,800.0,nt, 08  7276  6715 ,biddix.david@aol.com,married-de-facto,179,-99,46,77,152,0,excessive-drowsiness,2014-11-15t08:24+00:00
rec-12264,i191672943,monroe,lee,miller,m,53,16/5/1964, 1478  97213  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld,,monroe.miller@mail.com,not-married,192,78,21,71,234,1,diarrhea,2017-11-17t05:12+00:00
rec-7567,f114275430,athia,lyn,white,m,20,20/6/1997, 6724  71311  1  2 , 9  blue  jay  circuit  kingscliff  ret  vil ,kingscliff,2487.0,nsw, 02  7903  5753 ,inberjhlkj@yahoo.com,not-married,197,75,19,77,153,0,unsteady-on-feet,2017-02-15t13:12+00:00
rec-37404,c146783105,faye,ercell,edwards,f,43,17/6/1972, 3338  80358  1  2 , 258  spring  street  yukana  retirement  vlge ,toowoomba,,qld, 07  3581  0010 ,,married,197,-99,20,76,161,0,urinary-discomfort(burning-sensation),2015-07-22t19:15+00:00
rec-49243,g101259715,nelle,callahan,wallace,f,47,18/6/1967, 5630  21205  1  2 , 152  sawtell  road  sawtell  vet  hosptl  &  clnc ,boambee,2450.0,nsw, 02  9787  2731 ,wallace56@aol.com,not-married,166,65,23,67,119,0,right-hip-fracture,2014-08-22t05:27+00:00
rec-54916,e129148074,reval,wynn,hedgepeth,f,61,7/11/1955, 5135  14748  1  2 , 33  quay  street  finemore  caravan  park ,bundaberg,4670.0,qld, 07  0114  1554 ,,married,194,149,39,74,174,0,diarrhea,2016-04-15t18:15+00:00
rec-11903,a115616375,merle,isarel,vo,f,10,20/2/2004, 6406  59681  2  2 , 107  campion  parade  campton ,armidale,2350.0,nsw,,epmrcajqot@aol.com,,147,40,18,75,235,0,abdominal-cramps,2014-12-26t24:11+00:00
rec-9548,a188433868,bobby,glenn,scott,m,27,2/5/1989, 6640  65997  1  1 , 44  pomona  road  yallambee  stables , empire  bay ,2257.0,nsw, 02  3055  6286 ,rdiabeqiqs@hotmail.com,widowed,192,61,16,74,163,0,eczema-on-legs,2016-07-25t16:14+00:00
rec-31717,d107475096,bobby,n,bigham,m,14,1/1/2003, 9195  37163  1  3 , 125  palmer  road  broughton  hall ,jindivick,3818.0,vic,,bobby.bigham@gmail.com,,159,46,18,71,162,0,erectile-dysfunction,2017-05-24t04:11+00:00
rec-42670,a181600081,gary,brian,mosteller,m,54,19/1/1961, 6789  33361  1  2 , 9  braidwood  road  springfield  hse ,goulburn,2580.0,nsw, 02  1757  6960 ,gary43@mail.com,not-married,194,78,20,77,266,1,back-pain,2015-11-22t22:28+00:00
rec-10567,g122330292,hakeem,m,wiles,m,20,14/4/1992, 5219  14229  1  3 , 133  yallambee  avenue  leisure  living  vlge , gosford  west ,2250.0,nsw, 02  2951  8709 ,wiles15@yahoo.com,married,197,81,20,82,157,0,fall,2012-12-04t07:37+00:00
rec-93609,b148188718,carl,lee,jones,f,21,29/5/1998, 1468  95917  2  2 , 3  heeterra  close  raaf  base ,winnellie,,nt,,,married-de-facto,188,83,23,80,210,1,surgery-to-remove-metal-from-right-elbow,2019-04-08t09:13+00:00
rec-75821,f145493906,gary,everett,palmer,f,69,4/10/1950, 6208  97487  1  1 , 20  cypress  avenue  surfers  mayfair , surfers  paradise ,,qld, 07  8321  8568 ,palmer69@gmail.com,married,184,68,20,76,118,0,had-emesis-a-few-hours-after-eating.,2019-06-20t15:09+00:00
rec-75915,d140963504,george,alan,holder,f,20,20/3/1995, 6988  53500  2  3 , 51  francis  street  francis  street  medical  centre ,bairnsdale,3875.0,vic,,holder13@hotmail.com,married,168,144,51,77,125,0,squamous-cell---r-cheek,2015-01-14t13:43+00:00
rec-30804,h158101586,frankie,denise,berman,m,53,1/3/1961, 1078  28662  2  1 , 141  york  street  the  coach  house ,albany,6330.0,wa,,berman.frankie.mail.com,not-married,184,112,33,82,297,1,drowsiness-in-evening,2016-05-22t23:41+00:00
rec-46230,i176806259,james,kealoha,fewox,m,25,11/12/1987, 9450  68727  1  3 , 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt,,james19@yahoo.com,married,173,61,20,70,110,0,cough,2012-07-23t15:37+00:00
rec-49567,h132041522,michael,thomas,slazas,f,36,19/1/1979, 4832  89519  1  2 , 34  rosella  street  sawmill  settlmnt ,merrijig,,vic, 03  9058  3170 ,slazas36.aol.com,married,167,73,26,76,140,0,nausea,2016-12-19t03:18+00:00
rec-37028,b152157901,,presnell,cummings,m,29,16/11/1989, 6803  35721  2  2 , 27  purcell  drive  sawmill  settlement ,merrijig,3723.0,vic, 03  4521  5032 ,nan.cummings@yahoo.com,not-married,181,89,27,74,220,0,low-energy,2018-06-14t02:57+00:00
rec-25888,g156489481,evelyn,wilkie,flick,f,59,18/10/1959, 3211  95140  2  2 , 194  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  8946  3519 ,ndmgscfbqh@mail.com,not-married,168,145,51,74,191,0,metastatic-lung-cancer,2018-07-14t11:14+00:00
rec-99926,a166985873,terry,j,griffin,f,35,2/12/1981, 9687  78376  2  2 , 3  port  jackson  circuit  georgian  mews ,phillip,2606.0,act, 02  3692  4876 ,,married,196,84,21,78,190,0,fall-secondary-to-vertigo,2016-04-16t14:49+00:00
